10453 	 3035970 	 977 	 718
11074 	 3044155 	 145 	 80
11385 	 3045406 	 14 	 14
11962 	 3045555 	 144 	 96
12483 	 3046837 	 117 	 102
12863 	 3047819 	 72 	 72
13159 	 3048478 	 234 	 210
13951 	 3050573 	 229 	 196
15174 	 3052592 	 70 	 70
15315 	 3053228 	 66 	 66
15616 	 3053834 	 71 	 71
15722 	 3054480 	 2360 	 1440
15784 	 3073928 	 4 	 4
16226 	 3073973 	 71 	 71
16229 	 3074619 	 1771 	 1357
16720 	 3089340 	 132 	 113
17616 	 3090551 	 1 	 1
17859 	 3090568 	 225 	 184
18079 	 3092516 	 69 	 61
18133 	 3093152 	 99 	 58
18259 	 3094028 	 800 	 680
18509 	 3100844 	 2614 	 1073
18838 	 3121591 	 542 	 431
19624 	 3126161 	 472 	 286
20316 	 3130105 	 48 	 31
20374 	 3130542 	 171 	 137
21198 	 3132052 	 390 	 316
21354 	 3135465 	 366 	 317
21785 	 3138637 	 72 	 72
21956 	 3139296 	 446 	 296
22380 	 3143112 	 383 	 236
22560 	 3146422 	 979 	 689
22926 	 3154678 	 161 	 145
23032 	 3156035 	 698 	 622
24548 	 3162038 	 74 	 54
25064 	 3162711 	 158 	 146
25267 	 3164159 	 74 	 47
26022 	 3164815 	 212 	 161
26502 	 3166599 	 577 	 402
27246 	 3171554 	 60 	 48
27623 	 3172117 	 843 	 618
27640 	 3179255 	 170 	 115
27968 	 3180753 	 1585 	 1083
27973 	 3193987 	 97 	 57
27974 	 3194790 	 134 	 103
28027 	 3195852 	 72 	 72
28119 	 3196510 	 108 	 97
28394 	 3197499 	 591 	 422
28630 	 3202448 	 1434 	 1431
31463 	 3214272 	 189 	 128
31918 	 3215945 	 1 	 1
32265 	 3215963 	 491 	 389
32281 	 3220250 	 159 	 83
32300 	 3221572 	 1398 	 916
32641 	 3233354 	 542 	 379
32735 	 3237944 	 70 	 70
33192 	 3238579 	 1021 	 888
33594 	 3247071 	 10 	 9
33618 	 3247179 	 34 	 32
33978 	 3247511 	 193 	 118
34152 	 3249116 	 1690 	 82
34643 	 3261107 	 65 	 40
35048 	 3261660 	 72 	 72
35181 	 3262317 	 435 	 204
35237 	 3265882 	 982 	 730
35674 	 3273894 	 285 	 208
35780 	 3276386 	 39 	 36
36067 	 3276750 	 93 	 44
36538 	 3277531 	 600 	 503
36835 	 3282714 	 651 	 442
37063 	 3288236 	 275 	 119
37716 	 3290486 	 178 	 155
37767 	 3292097 	 1528 	 1380
38229 	 3305394 	 3 	 3
38819 	 3305434 	 69 	 69
39539 	 3306062 	 48 	 38
39549 	 3306521 	 565 	 354
40256 	 3311269 	 71 	 69
40405 	 3311914 	 1049 	 700
40521 	 3320472 	 499 	 268
40537 	 3324610 	 7 	 6
40544 	 3324690 	 16 	 10
40972 	 3324836 	 26 	 21
41259 	 3325084 	 496 	 273
41455 	 3329189 	 122 	 75
41704 	 3330218 	 12 	 10
42213 	 3330347 	 249 	 195
436 	 3332507 	 4 	 3
3772 	 3332550 	 8 	 7
4163 	 3332635 	 205 	 175
5284 	 3334435 	 86 	 82
5507 	 3335247 	 107 	 65
5745 	 3336191 	 72 	 58
6120 	 3336855 	 393 	 181
6365 	 3340089 	 540 	 323
6893 	 3344551 	 59 	 58
6969 	 3345123 	 621 	 425
7348 	 3350336 	 133 	 95
7682 	 3351492 	 16 	 16
8140 	 3351660 	 2443 	 1246
8182 	 3370997 	 108 	 68
8274 	 3371927 	 399 	 314
9961 	 3375421 	 21 	 18
10656 	 3375632 	 187 	 122
11110 	 3377264 	 1106 	 902
11672 	 3386384 	 37 	 34
12398 	 3386755 	 1 	 1
12413 	 3386773 	 207 	 149
13134 	 3388607 	 1297 	 697
13622 	 3399361 	 22 	 17
14831 	 3399574 	 405 	 347
15192 	 3403081 	 159 	 94
15662 	 3404419 	 1033 	 766
15802 	 3413220 	 8 	 4
16064 	 3413302 	 6 	 6
16337 	 3413373 	 275 	 225
17202 	 3415841 	 231 	 186
17256 	 3417876 	 231 	 211
18650 	 3419976 	 136 	 109
19326 	 3421213 	 1021 	 813
19401 	 3429856 	 915 	 615
19589 	 3437326 	 79 	 64
19737 	 3438061 	 126 	 82
19747 	 3439132 	 201 	 155
19986 	 3440914 	 1432 	 998
20035 	 3452894 	 500 	 434
20341 	 3457246 	 89 	 67
21275 	 3458074 	 37 	 28
21426 	 3458413 	 1 	 1
21464 	 3458430 	 1 	 1
21669 	 3458447 	 192 	 143
22430 	 3460101 	 1556 	 1459
22808 	 3473227 	 4 	 2
22938 	 3473268 	 1648 	 1022
23021 	 3486879 	 4 	 4
23821 	 3486929 	 954 	 668
24715 	 3494725 	 218 	 111
25721 	 3496607 	 193 	 141
25996 	 3498289 	 671 	 529
26287 	 3503902 	 256 	 204
26841 	 3506157 	 171 	 136
27149 	 3507672 	 429 	 264
27333 	 3511187 	 306 	 250
27544 	 3513901 	 9 	 8
27562 	 3513999 	 95 	 62
27687 	 3514830 	 1710 	 1360
27871 	 3528804 	 1275 	 703
27884 	 3539139 	 1610 	 953
28184 	 3552371 	 450 	 312
28280 	 3556169 	 1557 	 928
28542 	 3569023 	 48 	 38
28672 	 3569475 	 419 	 278
29032 	 3573011 	 115 	 77
29152 	 3574020 	 210 	 165
29824 	 3575886 	 7 	 7
29919 	 3575964 	 16 	 16
30113 	 3576115 	 33 	 28
30751 	 3576441 	 150 	 128
30755 	 3577740 	 312 	 280
31094 	 3580477 	 81 	 67
31125 	 3581201 	 496 	 304
31606 	 3585355 	 1 	 1
32560 	 3585371 	 859 	 496
32657 	 3592510 	 239 	 205
32967 	 3594593 	 1697 	 1121
33371 	 3608666 	 279 	 171
33562 	 3611051 	 71 	 40
33696 	 3611671 	 617 	 294
34901 	 3616679 	 11 	 10
34954 	 3616795 	 118 	 86
35263 	 3617852 	 908 	 625
35273 	 3625445 	 3 	 1
35631 	 3625477 	 28 	 26
35966 	 3625756 	 133 	 125
36270 	 3626926 	 61 	 36
36427 	 3627473 	 86 	 69
37258 	 3628252 	 701 	 441
38496 	 3634084 	 129 	 109
38892 	 3635227 	 21 	 14
38953 	 3635432 	 439 	 321
39382 	 3639205 	 2 	 2
39536 	 3639233 	 33 	 24
40572 	 3639544 	 14 	 11
40604 	 3639683 	 105 	 87
40810 	 3640611 	 244 	 167
40880 	 3642699 	 16 	 15
41473 	 3642868 	 357 	 223
42059 	 3645789 	 1199 	 788
42599 	 3655868 	 7 	 7
309 	 3655948 	 464 	 371
347 	 3659991 	 1325 	 967
898 	 3671231 	 16 	 13
1382 	 3671388 	 499 	 403
1428 	 3675580 	 1569 	 789
1991 	 3687963 	 84 	 75
2267 	 3688749 	 349 	 207
2596 	 3691646 	 271 	 186
3160 	 3693979 	 257 	 192
3273 	 3696250 	 702 	 435
3289 	 3702269 	 1608 	 832
4343 	 3715300 	 9 	 8
5807 	 3715398 	 14 	 11
6783 	 3715541 	 1041 	 733
7142 	 3724234 	 525 	 367
7314 	 3728634 	 113 	 89
8262 	 3729660 	 46 	 29
8974 	 3730067 	 3664 	 1347
9420 	 3759337 	 19 	 18
9445 	 3759539 	 1 	 1
9525 	 3759555 	 16 	 14
9614 	 3759722 	 115 	 96
9672 	 3760767 	 59 	 43
9934 	 3761295 	 79 	 66
10226 	 3762035 	 157 	 104
11357 	 3763412 	 781 	 446
11467 	 3769885 	 70 	 64
12131 	 3770562 	 542 	 419
12183 	 3775238 	 126 	 109
12201 	 3776396 	 60 	 38
13674 	 3776923 	 521 	 400
14013 	 3781394 	 191 	 171
14017 	 3783125 	 226 	 185
14112 	 3785142 	 212 	 148
14208 	 3787016 	 173 	 138
14510 	 3788578 	 298 	 184
14807 	 3791088 	 981 	 722
14928 	 3799293 	 304 	 223
17170 	 3801945 	 327 	 265
17654 	 3804749 	 398 	 276
17786 	 3808164 	 267 	 232
19718 	 3810538 	 1135 	 866
19733 	 3820010 	 138 	 122
20562 	 3821284 	 1 	 1
20835 	 3821300 	 259 	 143
20882 	 3823448 	 155 	 110
21246 	 3824825 	 64 	 52
21365 	 3825424 	 460 	 268
21689 	 3829286 	 488 	 335
22922 	 3833431 	 417 	 204
23139 	 3836914 	 61 	 47
23213 	 3837487 	 10 	 9
23557 	 3837593 	 201 	 157
23864 	 3839379 	 221 	 194
24478 	 3841361 	 2649 	 1665
24521 	 3862978 	 745 	 547
26922 	 3869298 	 395 	 301
26927 	 3872732 	 305 	 219
26976 	 3875334 	 406 	 297
27194 	 3878788 	 1175 	 764
27962 	 3888514 	 291 	 168
28510 	 3890956 	 16 	 12
28755 	 3891116 	 801 	 621
28998 	 3897894 	 767 	 525
29011 	 3904392 	 773 	 464
29327 	 3910766 	 3 	 3
29519 	 3910804 	 204 	 128
30124 	 3912568 	 36 	 34
31793 	 3912929 	 16 	 11
32760 	 3913084 	 677 	 393
33077 	 3918690 	 547 	 294
33141 	 3923293 	 8 	 7
34319 	 3923380 	 1152 	 654
34527 	 3932918 	 68 	 67
34703 	 3933573 	 140 	 113
35314 	 3934808 	 2177 	 1329
35353 	 3952391 	 5 	 5
35664 	 3952453 	 364 	 202
35727 	 3955512 	 3 	 3
35775 	 3955553 	 1849 	 1028
36220 	 3970636 	 233 	 170
36260 	 3972692 	 65 	 61
37441 	 3973314 	 752 	 529
37771 	 3979693 	 9 	 9
37774 	 3979795 	 1156 	 596
38024 	 3989087 	 209 	 147
38398 	 3990934 	 244 	 197
39051 	 3993075 	 105 	 70
39215 	 3994020 	 395 	 311
39366 	 3997452 	 113 	 86
40934 	 3998454 	 275 	 229
41141 	 4000888 	 250 	 223
41456 	 4003148 	 383 	 234
41552 	 4006398 	 14 	 14
291 	 4006547 	 147 	 122
2991 	 4007875 	 818 	 548
6858 	 4014780 	 394 	 331
8304 	 4018181 	 3 	 3
10146 	 4018220 	 497 	 323
11865 	 4022352 	 84 	 57
13072 	 4023091 	 107 	 17
14436 	 4023934 	 1 	 1
14684 	 4023951 	 248 	 166
15358 	 4026027 	 437 	 359
17274 	 4029821 	 323 	 172
20052 	 4032523 	 293 	 224
25910 	 4035081 	 639 	 410
25930 	 4040435 	 882 	 591
26814 	 4047774 	 346 	 197
27880 	 4050584 	 512 	 412
28381 	 4055008 	 1 	 1
28959 	 4055025 	 145 	 134
29661 	 4056348 	 201 	 148
30918 	 4058015 	 177 	 165
32459 	 4059613 	 476 	 360
36199 	 4063696 	 80 	 17
38407 	 4064326 	 184 	 77
39961 	 4065831 	 3027 	 1614
40311 	 4090014 	 816 	 658
41340 	 4096998 	 1850 	 889
42132 	 4111638 	 885 	 687
42256 	 4119117 	 416 	 322
51 	 4122603 	 1093 	 712
210 	 4131775 	 46 	 38
996 	 4132209 	 1118 	 705
1887 	 4141465 	 20 	 9
1936 	 4141648 	 401 	 280
2383 	 4145090 	 208 	 85
2547 	 4146799 	 112 	 95
2775 	 4147840 	 54 	 50
3487 	 4148366 	 145 	 129
3718 	 4149702 	 2367 	 575
4795 	 4167810 	 101 	 65
5706 	 4168702 	 167 	 106
5727 	 4170168 	 151 	 105
8884 	 4171529 	 422 	 342
9642 	 4175230 	 29 	 27
9861 	 4175523 	 456 	 318
9995 	 4179432 	 6 	 5
10187 	 4179500 	 114 	 99
11142 	 4180545 	 337 	 201
13272 	 4183335 	 952 	 605
13788 	 4191359 	 321 	 262
14144 	 4194189 	 568 	 459
14528 	 4199089 	 11 	 7
14645 	 4199194 	 126 	 106
15492 	 4200356 	 168 	 148
16407 	 4201890 	 134 	 106
16765 	 4203084 	 9 	 7
17001 	 4203175 	 39 	 35
18169 	 4203546 	 7 	 6
19124 	 4203621 	 4 	 3
19474 	 4203668 	 402 	 251
19689 	 4207084 	 4 	 4
20166 	 4207133 	 591 	 367
20294 	 4212122 	 216 	 176
20861 	 4214051 	 2 	 2
21551 	 4214079 	 700 	 462
22564 	 4220019 	 125 	 81
22837 	 4221130 	 11 	 11
22981 	 4221253 	 757 	 494
23613 	 4227502 	 972 	 584
24581 	 4235462 	 129 	 116
24590 	 4236658 	 205 	 150
24999 	 4238457 	 2716 	 1388
26896 	 4260897 	 77 	 54
27018 	 4261567 	 21 	 20
27028 	 4261777 	 1888 	 1107
27198 	 4277405 	 592 	 337
27898 	 4282251 	 50 	 34
30155 	 4282715 	 1318 	 729
31785 	 4293641 	 128 	 92
34385 	 4294764 	 12 	 11
34996 	 4294889 	 370 	 240
35403 	 4298035 	 399 	 290
36533 	 4301481 	 45 	 27
37321 	 4301895 	 31 	 28
37985 	 4302205 	 112 	 75
39136 	 4303200 	 1 	 1
39714 	 4303217 	 1930 	 1112
41894 	 4319065 	 85 	 52
42797 	 4319805 	 1 	 1
221 	 4319821 	 453 	 334
2336 	 4323730 	 9 	 2
3429 	 4323809 	 187 	 147
3540 	 4325475 	 261 	 133
4598 	 4327702 	 424 	 347
5290 	 4331261 	 68 	 65
6222 	 4331915 	 143 	 127
7660 	 4333224 	 222 	 173
7730 	 4335206 	 180 	 153
8536 	 4336816 	 22 	 20
9395 	 4337041 	 1030 	 614
11362 	 4345484 	 1995 	 824
11810 	 4360808 	 52 	 50
12032 	 4361315 	 179 	 144
12070 	 4362921 	 23 	 20
12393 	 4363156 	 81 	 72
13180 	 4363863 	 309 	 232
14476 	 4366591 	 158 	 149
14621 	 4367982 	 400 	 253
15902 	 4371364 	 91 	 71
16466 	 4372194 	 1276 	 629
17540 	 4382595 	 719 	 567
20172 	 4388644 	 581 	 451
20760 	 4393550 	 3 	 3
21007 	 4393588 	 107 	 64
21429 	 4394536 	 8 	 5
23435 	 4394619 	 393 	 325
24598 	 4398008 	 43 	 40
25991 	 4398426 	 129 	 110
27718 	 4399617 	 422 	 337
28221 	 4403285 	 12 	 11
29544 	 4403412 	 1 	 1
29735 	 4403430 	 28 	 21
29861 	 4403688 	 11 	 9
30839 	 4403806 	 218 	 180
32303 	 4405711 	 8 	 6
34083 	 4405800 	 437 	 385
36321 	 4409539 	 245 	 179
36373 	 4411676 	 79 	 55
38421 	 4412384 	 405 	 270
39483 	 4415808 	 242 	 228
40576 	 4417933 	 270 	 239
41241 	 4420316 	 59 	 48
41429 	 4420871 	 80 	 69
42218 	 4421628 	 646 	 424
42301 	 4427127 	 101 	 86
178 	 4428064 	 22 	 22
8981 	 4428287 	 12 	 10
15004 	 4428410 	 83 	 70
15250 	 4429139 	 675 	 509
18524 	 4434789 	 15 	 11
28545 	 4434941 	 569 	 363
32522 	 4439736 	 222 	 177
32721 	 4441695 	 5 	 4
32825 	 4441752 	 235 	 179
33812 	 4443837 	 35 	 24
36031 	 4444149 	 99 	 86
38456 	 4445078 	 1 	 1
42565 	 4445095 	 141 	 118
7235 	 4446366 	 2715 	 1450
24346 	 4468950 	 583 	 452
1071 	 4473892 	 37 	 29
4018 	 4474247 	 17 	 15
4122 	 4474413 	 15 	 15
7064 	 4474575 	 171 	 151
7719 	 4476107 	 412 	 290
12392 	 4479616 	 418 	 358
13298 	 4483234 	 23 	 14
14351 	 4483451 	 326 	 230
16110 	 4486250 	 403 	 147
18157 	 4489536 	 226 	 190
19108 	 4491457 	 353 	 218
24481 	 4494474 	 3 	 3
26055 	 4494515 	 1 	 1
26825 	 4494533 	 18 	 14
29972 	 4494715 	 16 	 14
